Unnamed: 0,update,total_updates,T,FPS,window,mean,median,min,max,model
63,66,781,8576,20,31,-72.11521129032259,-76.361791,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
64,67,781,8704,21,31,-72.11521129032259,-76.361791,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
65,68,781,8832,21,31,-72.11521129032259,-76.361791,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
66,69,781,8960,21,32,-72.59533253125,-76.38807800000001,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
67,70,781,9088,21,32,-72.59533253125,-76.38807800000001,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
68,71,781,9216,21,33,-73.1711703030303,-76.414365,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
69,72,781,9344,21,33,-73.1711703030303,-76.414365,-117.00473,-40.548427,mb_bpu_trainable_stabilized_cuda
70,73,781,9472,21,34,-72.20650847058823,-76.38807800000001,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
71,74,781,9600,21,34,-72.20650847058823,-76.38807800000001,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
72,75,781,9728,21,34,-72.20650847058823,-76.38807800000001,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
73,76,781,9856,21,35,-72.5500433142857,-76.414365,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
74,77,781,9984,21,35,-72.5500433142857,-76.414365,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
75,78,781,10112,21,36,-72.5355398611111,-76.38807800000001,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
76,79,781,10240,21,36,-72.5355398611111,-76.38807800000001,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
77,80,781,10368,21,37,-73.2232805945946,-76.414365,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
78,81,781,10496,20,37,-73.2232805945946,-76.414365,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
79,82,781,10624,20,37,-73.2232805945946,-76.414365,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
80,83,781,10752,20,38,-73.54384034210527,-76.7003885,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
81,84,781,10880,20,38,-73.54384034210527,-76.7003885,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
82,85,781,11008,20,39,-74.1469683076923,-76.986412,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
83,86,781,11136,20,40,-74.605807375,-77.060606,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
84,87,781,11264,20,41,-74.0072562195122,-76.986412,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
85,88,781,11392,21,41,-74.0072562195122,-76.986412,-117.00473,-40.372668,mb_bpu_trainable_stabilized_cuda
86,89,781,11520,21,42,-75.86321478571429,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
87,90,781,11648,21,42,-75.86321478571429,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
88,91,781,11776,21,43,-77.25359862790697,-77.1348,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
89,92,781,11904,21,43,-77.25359862790697,-77.1348,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
90,93,781,12032,21,43,-77.25359862790697,-77.1348,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
91,94,781,12160,21,44,-77.25202652272726,-77.15961300000001,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
92,95,781,12288,21,44,-77.25202652272726,-77.15961300000001,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
93,96,781,12416,21,45,-77.57038675555555,-77.184426,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
94,97,781,12544,21,45,-77.57038675555555,-77.184426,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
95,98,781,12672,21,46,-77.9752501521739,-79.71193099999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
96,99,781,12800,21,46,-77.9752501521739,-79.71193099999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
97,100,781,12928,21,46,-77.9752501521739,-79.71193099999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
98,101,781,13056,20,47,-77.94331327659573,-77.184426,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
99,102,781,13184,20,47,-77.94331327659573,-77.184426,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
100,103,781,13312,20,48,-78.2459746875,-79.71193099999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
101,104,781,13440,20,48,-78.2459746875,-79.71193099999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
102,105,781,13568,20,49,-77.90061608163265,-77.184426,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
103,106,781,13696,20,49,-77.90061608163265,-77.184426,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
104,107,781,13824,20,49,-77.90061608163265,-77.184426,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
105,108,781,13952,20,50,-77.24770263999999,-77.15961300000001,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
106,109,781,14080,20,50,-77.24770263999999,-77.15961300000001,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
107,110,781,14208,21,50,-76.12904031999999,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
108,111,781,14336,21,50,-76.12904031999999,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
109,112,781,14464,21,50,-75.59695476,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
110,113,781,14592,21,50,-75.59695476,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
111,114,781,14720,21,50,-75.59695476,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
112,115,781,14848,21,50,-75.61099805999999,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
113,116,781,14976,21,50,-75.61099805999999,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
114,117,781,15104,21,50,-74.68843836,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
115,118,781,15232,21,50,-74.68843836,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
116,119,781,15360,21,50,-74.17791858,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
117,120,781,15488,21,50,-74.17791858,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
118,121,781,15616,20,50,-74.17791858,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
119,122,781,15744,20,50,-74.64132766,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
120,123,781,15872,20,50,-74.64132766,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
121,124,781,16000,20,50,-73.96119313999999,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
122,125,781,16128,20,50,-73.96119313999999,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
123,126,781,16256,20,50,-73.99397252,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
124,127,781,16384,20,50,-73.99397252,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
125,128,781,16512,20,50,-73.99397252,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
126,129,781,16640,20,50,-73.65943748,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
127,130,781,16768,20,50,-73.65943748,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
128,131,781,16896,20,50,-73.69226646000001,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
129,132,781,17024,21,50,-73.69226646000001,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
130,133,781,17152,21,50,-72.78791088000001,-76.44429099999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
131,134,781,17280,21,50,-72.78791088000001,-76.44429099999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
132,135,781,17408,21,50,-72.78791088000001,-76.44429099999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
133,136,781,17536,21,50,-73.23339042,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
134,137,781,17664,21,50,-73.23339042,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
135,138,781,17792,21,50,-73.77771422,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
136,139,781,17920,21,50,-73.77771422,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
137,140,781,18048,21,50,-74.0329422,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
138,141,781,18176,20,50,-74.0329422,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
139,142,781,18304,20,50,-74.0329422,-77.060606,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
140,143,781,18432,20,50,-73.55199264,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
141,144,781,18560,20,50,-73.55199264,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
142,145,781,18688,20,50,-73.91931178,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
143,146,781,18816,20,50,-73.91931178,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
144,147,781,18944,20,50,-74.10862682,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
145,148,781,19072,20,50,-74.10862682,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
146,149,781,19200,20,50,-74.10862682,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
147,150,781,19328,20,50,-74.61829718,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
148,151,781,19456,20,50,-74.61829718,-76.73031449999999,-151.957516,-40.372668,mb_bpu_trainable_stabilized_cuda
149,152,781,19584,20,50,-76.21369804000001,-76.73031449999999,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
150,153,781,19712,21,50,-76.21369804000001,-76.73031449999999,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
151,154,781,19840,21,50,-76.65666417999999,-76.8045085,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
152,155,781,19968,21,50,-76.65666417999999,-76.8045085,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
153,156,781,20096,21,50,-76.65666417999999,-76.8045085,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
154,157,781,20224,21,50,-77.14818042,-77.15961300000001,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
155,158,781,20352,21,50,-78.73259976,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
156,159,781,20480,21,50,-78.73259976,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
157,160,781,20608,21,50,-78.28787698,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
158,161,781,20736,20,50,-78.28787698,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
159,162,781,20864,20,50,-78.28787698,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
160,163,781,20992,20,50,-78.45837465999999,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
161,164,781,21120,20,50,-78.45837465999999,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
162,165,781,21248,20,50,-78.5745845,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
163,166,781,21376,20,50,-78.96398255999999,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
164,167,781,21504,20,50,-78.96398255999999,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
165,168,781,21632,20,50,-78.96398255999999,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
166,169,781,21760,20,50,-79.87626714,-80.76468650000001,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
167,170,781,21888,20,50,-79.87626714,-80.76468650000001,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
168,171,781,22016,20,50,-79.56140687999999,-80.76468650000001,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
169,172,781,22144,20,50,-79.54325843999999,-80.76468650000001,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
170,173,781,22272,20,50,-79.54325843999999,-80.76468650000001,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
171,174,781,22400,21,50,-79.8568351,-80.76468650000001,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
172,175,781,22528,21,50,-79.8568351,-80.76468650000001,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
173,176,781,22656,21,50,-79.45317298,-77.417697,-163.50753,-40.372668,mb_bpu_trainable_stabilized_cuda
174,177,781,22784,21,50,-79.6551625,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
175,178,781,22912,21,50,-79.92374694,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
176,179,781,23040,21,50,-80.04416604,-77.849921,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
177,180,781,23168,21,50,-80.04416604,-77.849921,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
178,181,781,23296,20,50,-80.78323428,-77.849921,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
179,182,781,23424,20,50,-80.78323428,-77.849921,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
180,183,781,23552,20,50,-80.78323428,-77.849921,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
181,184,781,23680,20,50,-80.53466804,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
182,185,781,23808,20,50,-80.53466804,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
183,186,781,23936,20,50,-80.45802462,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
184,187,781,24064,20,50,-80.45802462,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
185,188,781,24192,20,50,-80.45617278,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
186,189,781,24320,20,50,-80.45617278,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
187,190,781,24448,20,50,-80.87637146000002,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
188,191,781,24576,20,50,-80.87637146000002,-77.417697,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
189,192,781,24704,20,50,-79.18231866,-76.82932149999999,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
190,193,781,24832,21,50,-79.18231866,-76.82932149999999,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
191,194,781,24960,21,50,-79.18231866,-76.82932149999999,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
192,195,781,25088,21,50,-77.5211693,-75.9066955,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
193,196,781,25216,21,50,-77.5211693,-75.9066955,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
194,197,781,25344,21,50,-76.89193324,-74.1577065,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
195,198,781,25472,21,50,-76.89193324,-74.1577065,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
196,199,781,25600,21,50,-75.95365396,-72.0256915,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
197,200,781,25728,21,50,-75.95365396,-72.0256915,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
198,201,781,25856,20,50,-75.95365396,-72.0256915,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
199,202,781,25984,20,50,-75.0665394,-70.7049435,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
200,203,781,26112,20,50,-75.0665394,-70.7049435,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
201,204,781,26240,20,50,-74.70513523999999,-69.1441765,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
202,205,781,26368,20,50,-74.70513523999999,-69.1441765,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
203,206,781,26496,20,50,-73.94729136,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
204,207,781,26624,20,50,-73.94729136,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
205,208,781,26752,20,50,-73.94729136,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
206,209,781,26880,20,50,-73.7729091,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
207,210,781,27008,20,50,-73.7729091,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
208,211,781,27136,20,50,-73.76547701999999,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
209,212,781,27264,20,50,-73.76547701999999,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
210,213,781,27392,20,50,-73.63639038000001,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
211,214,781,27520,21,50,-73.63639038000001,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
212,215,781,27648,21,50,-73.63639038000001,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
213,216,781,27776,21,50,-73.64338186,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
214,217,781,27904,21,50,-73.64338186,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
215,218,781,28032,21,50,-73.69600528,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
216,219,781,28160,21,50,-73.69600528,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
217,220,781,28288,21,50,-73.86709529999999,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
218,221,781,28416,20,50,-73.86709529999999,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
219,222,781,28544,20,50,-73.86709529999999,-67.604243,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
220,223,781,28672,20,50,-74.35699698,-69.1441765,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
221,224,781,28800,20,50,-74.35699698,-69.1441765,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
222,225,781,28928,20,50,-74.06889536,-69.1441765,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
223,226,781,29056,20,50,-74.06889536,-69.1441765,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
224,227,781,29184,20,50,-74.59977941999999,-70.5673855,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
225,228,781,29312,20,50,-74.59977941999999,-70.5673855,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
226,229,781,29440,20,50,-74.59977941999999,-70.5673855,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
227,230,781,29568,20,50,-74.50794194000001,-70.5673855,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
228,231,781,29696,20,50,-74.50794194000001,-70.5673855,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
229,232,781,29824,20,50,-73.83064654,-69.1441765,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
230,233,781,29952,20,50,-73.83064654,-69.1441765,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
231,234,781,30080,20,50,-74.56960778000001,-70.5673855,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
232,235,781,30208,20,50,-74.56960778000001,-70.5673855,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
233,236,781,30336,20,50,-74.56960778000001,-70.5673855,-163.50753,-40.62834,mb_bpu_trainable_stabilized_cuda
234,237,781,30464,21,50,-74.93465640000001,-70.5673855,-163.50753,-43.786198,mb_bpu_trainable_stabilized_cuda
235,238,781,30592,21,50,-74.93465640000001,-70.5673855,-163.50753,-43.786198,mb_bpu_trainable_stabilized_cuda
236,239,781,30720,21,50,-73.76894344,-69.1441765,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
237,240,781,30848,21,50,-73.76894344,-69.1441765,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
238,241,781,30976,20,50,-73.07176896,-67.604243,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
239,242,781,31104,20,50,-73.07176896,-67.604243,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
240,243,781,31232,20,50,-73.07176896,-67.604243,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
241,244,781,31360,20,50,-73.46493475999999,-69.1441765,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
242,245,781,31488,20,50,-73.46493475999999,-69.1441765,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
243,246,781,31616,20,50,-73.69432694,-70.5673855,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
244,247,781,31744,20,50,-73.69432694,-70.5673855,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
245,248,781,31872,20,50,-73.58683486,-69.027452,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
246,249,781,32000,20,50,-73.58683486,-69.027452,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
247,250,781,32128,20,50,-73.58683486,-69.027452,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
248,251,781,32256,20,50,-73.35543068,-69.027452,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
249,252,781,32384,20,50,-73.35543068,-69.027452,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
250,253,781,32512,20,50,-73.72048840000001,-69.027452,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
251,254,781,32640,20,50,-73.72048840000001,-69.027452,-163.50753,-40.402694,mb_bpu_trainable_stabilized_cuda
252,255,781,32768,20,50,-72.19522952,-69.027452,-134.935359,-40.402694,mb_bpu_trainable_stabilized_cuda
253,256,781,32896,20,50,-72.19522952,-69.027452,-134.935359,-40.402694,mb_bpu_trainable_stabilized_cuda
254,257,781,33024,20,50,-71.70050669999999,-69.027452,-134.935359,-40.402694,mb_bpu_trainable_stabilized_cuda
255,258,781,33152,20,50,-71.70050669999999,-69.027452,-134.935359,-40.402694,mb_bpu_trainable_stabilized_cuda
256,259,781,33280,21,50,-71.70050669999999,-69.027452,-134.935359,-40.402694,mb_bpu_trainable_stabilized_cuda
257,260,781,33408,21,50,-71.86996497999999,-69.027452,-134.935359,-40.402694,mb_bpu_trainable_stabilized_cuda
258,261,781,33536,20,50,-71.58910722,-69.027452,-134.935359,-40.402694,mb_bpu_trainable_stabilized_cuda
259,262,781,33664,20,50,-71.58910722,-69.027452,-134.935359,-40.402694,mb_bpu_trainable_stabilized_cuda
260,263,781,33792,20,50,-72.47760418000001,-69.027452,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
261,264,781,33920,20,50,-72.47760418000001,-69.027452,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
262,265,781,34048,20,50,-73.10858134,-70.937586,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
263,266,781,34176,20,50,-73.10858134,-70.937586,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
264,267,781,34304,20,50,-73.3185986,-72.0256915,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
265,268,781,34432,21,50,-73.95593316,-73.05365900000001,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
266,269,781,34560,21,50,-73.56729988000001,-73.05365900000001,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
267,270,781,34688,21,50,-73.56729988000001,-73.05365900000001,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
268,271,781,34816,21,50,-73.56729988000001,-73.05365900000001,-136.742142,-40.402694,mb_bpu_trainable_stabilized_cuda
269,272,781,34944,21,50,-73.19289409999999,-73.05365900000001,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
270,273,781,35072,21,50,-73.19289409999999,-73.05365900000001,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
271,274,781,35200,21,50,-73.19289409999999,-73.05365900000001,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
272,275,781,35328,21,50,-73.88289392,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
273,276,781,35456,21,50,-73.88289392,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
274,277,781,35584,21,50,-73.59510062000001,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
275,278,781,35712,21,50,-73.59510062000001,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
276,279,781,35840,21,50,-73.20562283999999,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
277,280,781,35968,21,50,-74.0199569,-73.819702,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
278,281,781,36096,20,50,-74.0199569,-73.819702,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
279,282,781,36224,20,50,-74.22762578000001,-73.819702,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
280,283,781,36352,20,50,-74.22762578000001,-73.819702,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
281,284,781,36480,20,50,-74.22762578000001,-73.819702,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
282,285,781,36608,20,50,-74.43490818,-73.819702,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
283,286,781,36736,20,50,-72.85429965999998,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
284,287,781,36864,20,50,-72.77212546000001,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
285,288,781,36992,20,50,-72.77212546000001,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
286,289,781,37120,21,50,-72.97057568000001,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
287,290,781,37248,21,50,-72.97057568000001,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
288,291,781,37376,21,50,-72.97057568000001,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
289,292,781,37504,21,50,-72.31961734000001,-73.1859525,-136.742142,-40.170838,mb_bpu_trainable_stabilized_cuda
290,293,781,37632,21,50,-71.67526244000001,-73.1859525,-136.742142,-35.037131,mb_bpu_trainable_stabilized_cuda
291,294,781,37760,21,50,-71.67526244000001,-73.1859525,-136.742142,-35.037131,mb_bpu_trainable_stabilized_cuda
292,295,781,37888,21,50,-72.0084002,-73.1859525,-136.742142,-35.037131,mb_bpu_trainable_stabilized_cuda
293,296,781,38016,21,50,-72.0084002,-73.1859525,-136.742142,-35.037131,mb_bpu_trainable_stabilized_cuda
294,297,781,38144,21,50,-72.86338182,-73.819702,-136.742142,-35.037131,mb_bpu_trainable_stabilized_cuda
