root_id,super_class,cell_class,cell_sub_class,cell_type,side
720575940639737971,optic,ME>LA,,C3,left
720575940639738813,optic,ME,,Mi9,left
720575940639739299,optic,ME>LO.LOP,,TmY3,right
720575940639739726,optic,ME>LO,,Tm20,left
720575940639740275,optic,ME>LO,,Tm5a,left
720575940639741043,optic,ME>LA,,C3,left
720575940639743310,optic,ME>LOP,,T4c,right
720575940639743541,sensory,visual,,R1-6,right
720575940639744445,optic,ME,columnar,Mi4,left
720575940639744821,sensory,visual,,R1-6,right
720575940639747416,optic,LA>ME,L1-5,L5,left
720575940639747456,optic,ME>LO,,Tm3,left
720575940639747712,visual_projection,,,LC10c,left
720575940639747918,sensory,visual,,R1-6,left
720575940639748405,visual_projection,,,LC17,right
720575940639749181,optic,ME>LOP,,T4b,left
720575940639750488,optic,LO>LOP,,T5d,left
720575940639751502,optic,ME>LO,,Tm5c,left
720575940639751741,optic,ME>LO,,Tm9,left
720575940639751869,optic,ME,,Sm05,left
720575940639751997,optic,ME,,Mi4,left
720575940639752509,optic,ME>LO,,Tm4,right
720575940639752893,optic,ME,,Dm3p,left
720575940639753013,optic,ME,,Dm12,right
720575940639753917,optic,ME,,Mi9,right
720575940639754830,optic,ME>LOP,,T4d,right
720575940639755317,sensory,visual,,R1-6,right
720575940639755829,optic,ME,,Mi9,right
720575940639755891,visual_projection,,,MTe04,right
720575940639756084,optic,ME,,Dm3v,right
720575940639756240,visual_projection,,,LLPC3,left
720575940639756861,optic,ME>LO,,Tm20,left
720575940639756915,optic,ME,,Dm10,right
720575940639757117,optic,ME>LO.LOP,,TmY5a,left
720575940639757475,optic,ME,,Mi2,left
720575940639757683,optic,ME>LA,,C3,right
720575940639758195,optic,ME>LO,,Tm5c,right
720575940639759219,optic,ME>LO,,MLt5,left
720575940639759267,optic,LOP>LO,,TmY20,left
720575940639759475,optic,ME>LO,,Tm5e,left
720575940639759987,optic,ME,,Dm3p,right
720575940639760573,optic,ME,,Dm3v,left
720575940639760718,optic,ME,,Mi15,left
720575940639761011,optic,ME>LO.LOP,,TmY5a,right
720575940639761024,optic,ME,,Dm4,right
720575940639761059,optic,ME>LA,,C3,right
720575940639761213,optic,ME>LOP,,T4d,left
720575940639761981,optic,LA>ME,L1-5,L2,left
720575940639762547,optic,ME>LO,,Tm5a,left
720575940639763790,optic,ME>LO,,Tm5a,left
720575940639764669,sensory,visual,,R1-6,right
720575940639764814,optic,ME>LO,,MLt4,left
720575940639765053,optic,LA>ME,L1-5,L3,left
720575940639765363,optic,ME>LO,,T3,left
720575940639765693,optic,LO>LOP,,T5d,right
720575940639766131,optic,ME>LO.LOP,,TmY5a,right
720575940639766350,optic,ME>LA,,Lawf2,left
720575940639766606,optic,ME>LO,,Tm9,right
720575940639768053,visual_projection,,,LTe66,left
720575940639768192,optic,LO>LOP,,T5d,right
720575940639768448,optic,ME>LOP,,T4b,right
720575940639769507,optic,ME,,Dm3v,left
720575940639770421,optic,ME,,Dm2,left
720575940639771008,optic,LO>LOP,,T5b,right
720575940639771453,optic,LA>ME,L1-5,L1,left
720575940639771776,optic,ME>LO,,T2a,right
720575940639771965,optic,ME,columnar,Mi4,left
720575940639772760,optic,ME>LOP,,T4d,left
720575940639772787,optic,LO>LOP,,T5b,left
720575940639772981,visual_projection,,,LCe01b,right
720575940639773272,optic,ME>LO,,T3,left
720575940639773568,optic,ME>LOP,,T4a,right
720575940639774141,optic,ME>LA,,C2,left
720575940639774261,visual_projection,,,LC24,right
720575940639775165,sensory,visual,,R1-6,right
720575940639775347,optic,ME>LO,,T2a,left
720575940639775907,optic,ME>LO,,Tm21,left
720575940639776627,optic,ME>LOP,,T4a,left
720575940639776957,optic,ME>LO,,Tm3,left
720575940639777725,optic,ME>LO,,Tm7,right
720575940639777955,optic,ME>LO,,MLt3,left
720575940639777981,sensory,visual,,R1-6,left
720575940639778675,optic,ME,,Sm05,right
720575940639779005,optic,ME>LO,,Tm20,right
720575940639779547,visual_projection,,,LCe04,right
720575940639780029,optic,ME,,Pm11,left
720575940639781747,optic,ME,,Sm07,right
720575940639783101,optic,LA>ME,L1-5,L4,right
720575940639784144,optic,ME,,Dm15,left
720575940639784563,optic,LO>LOP,,T5a,right
720575940639784912,visual_projection,,,LC12,left
720575940639785550,optic,ME,tangential,Dm20,left
720575940639785789,optic,ME>LO,,Tm5c,left
720575940639786293,sensory,visual,,R1-6,left
720575940639790013,sensory,visual,,R8,left
720575940639791293,sensory,visual,,R1-6,right
720575940639791475,visual_projection,,,MTe03,left
720575940639791779,optic,ME>LOP,,T4c,left
720575940639792000,visual_projection,,,LC28a,right
720575940639792499,optic,LA>ME,L1-5,L3,left
720575940639792755,optic,ME>LO,,T2,left
720575940639793341,sensory,visual,,R1-6,right
720575940639793981,optic,ME,,Mi2,right
720575940639795389,optic,ME>LO,,Tm3,left
720575940639795571,optic,ME>LA,,C3,right
720575940639796533,optic,LOP,,LPi09,left
720575940639796608,optic,LO>LOP,,T5a,left
720575940639796643,optic,ME,,Sm01,right
720575940639798077,optic,LO>LOP,,T5d,left
720575940639798400,optic,ME,columnar,Mi4,right
720575940639798643,optic,ME>LO,,Tm1,right
720575940639799203,optic,ME>LO,,T3,right
720575940639800435,optic,ME>LO,,T2a,left
720575940639800910,optic,ME,columnar,Mi4,right
720575940639801251,optic,ME>LA,,T1,right
720575940639801459,optic,LA>ME,L1-5,L1,left
720575940639801678,optic,ME>LO.LOP,,TmY9q,right
720575940639802165,optic,ME>LO,,T2a,left
720575940639802421,optic,LO>LOP,,T5d,left
720575940639802557,optic,ME>LA,,C2,right
720575940639802933,optic,ME,,Dm3p,left
720575940639803445,visual_projection,,,LLPC2,left
720575940639804787,optic,ME,,DmDRA1,left
720575940639805237,optic,ME>LA,,T1,left
720575940639805555,optic,ME,,Mi14,right
720575940639806909,optic,ME>LO,,Tm7,right
720575940639807859,optic,LA>ME,L1-5,L5,right
720575940639809880,optic,ME>LO.LOP,,TmY9q,right
720575940639810419,optic,ME,,Dm2,left
720575940639810931,optic,ME>LO,,Tm21,right
720575940639811133,optic,LA>ME,L1-5,L3,left
720575940639811187,optic,ME>LA,,T1,left
720575940639811662,optic,ME,,Mi10,right
720575940639811747,optic,ME,,Sm04,left
720575940639812174,optic,ME>LO.LOP,,TmY3,right
720575940639812942,optic,ME>LO,,Tm3,left
720575940639813949,optic,ME>LO,,T3,left
720575940639814051,optic,ME>LOP,,T4d,right
720575940639815246,visual_projection,,,TmY14,left
720575940639815989,sensory,visual,,R1-6,left
720575940639816355,optic,ME>LO,,Tm20,left
720575940639816509,optic,ME,,Dm3p,left
720575940639817856,optic,LO>LOP,,T5d,right
720575940639817947,visual_projection,,,LC4,right
720575940639818704,optic,ME>LO,,Tm2,left
720575940639820477,optic,LA>ME,L1-5,L1,left
720575940639820733,optic,LA>ME,L1-5,L2,left
720575940639821475,optic,ME,,Dm3q,left
720575940639822525,optic,ME>LO,,Tm25,left
720575940639823413,optic,ME,tangential,Dm17,right
720575940639824499,optic,LA>ME,L1-5,L2,right
720575940639824693,optic,LA>ME,L1-5,L5,left
720575940639824701,optic,LO>LOP,,T5a,left
720575940639825853,optic,ME,,Mi13,left
720575940639826520,optic,ME>LOP,,T4b,left
720575940639826741,optic,LA>ME,L1-5,L1,left
720575940639826851,optic,ME>LO,,Tm3,left
720575940639827005,optic,LO>LOP,,T5a,left
720575940639827901,sensory,visual,,R1-6,right
720575940639828029,optic,ME,,Sm06,left
720575940639828285,optic,LA>ME,L1-5,L5,left
720575940639828339,optic,LA>ME,L1-5,L1,right
720575940639829667,optic,ME>LO,,Tm5a,right
720575940639831101,optic,ME>LO,,Tm3,left
720575940639831155,optic,ME>LO,,T2,right
720575940639831411,optic,ME,columnar,Mi4,right
720575940639832125,optic,ME>LA,,C3,right
720575940639833397,optic,ME,,Sm01,left
720575940639833422,optic,ME>LO,,Tm7,right
720575940639834165,optic,LOP>ME.LO,,Y1,right
720575940639834227,optic,ME>LOP,,T4c,left
720575940639834275,optic,ME,,Mi2,left
720575940639834739,optic,ME>LO,,T2a,left
720575940639834941,optic,ME>LO,,Tm3,left
720575940639834995,optic,ME,columnar,Mi4,left
720575940639835736,optic,ME>LO,,Tm21,left
720575940639836067,optic,ME>LO.LOP,,TmY11,right
720575940639836349,sensory,visual,,R1-6,right
720575940639837091,optic,ME,,Mi14,left
720575940639837299,optic,ME>LO,,Tm32,right
720575940639837373,sensory,visual,,R8,right
720575940639837555,optic,ME,,Dm3v,left
720575940639838141,sensory,visual,,R8,left
720575940639840384,optic,ME>LO.LOP,,TmY5a,left
720575940639841443,optic,ME,,Sm01,left
720575940639841699,optic,ME>LO,,T3,right
720575940639841853,optic,ME>LO,,T2a,left
720575940639841870,optic,ME>LO,,Tm37,left
720575940639842211,optic,LO,,Li01,right
720575940639843125,optic,ME,,Mi2,left
720575940639843893,optic,ME>LO,,Tm25,left
720575940639844696,optic,ME,,Sm03,right
720575940639844925,optic,ME>LOP,,T4c,right
720575940639845795,optic,LOP,,LPi02,right
720575940639845976,optic,ME>LA,,C3,left
720575940639846645,optic,ME>LOP,,T4d,right
720575940639846784,optic,ME>LOP.LO,,TmY10,right
720575940639847101,sensory,visual,,R1-6,right
720575940639847795,optic,LA>ME,L1-5,L2,right
720575940639848051,optic,ME>LO,,Tm25,left
720575940639850037,visual_projection,,,LCe02,right
720575940639850147,optic,ME,,Dm2,left
720575940639850915,optic,ME>LO,,Tm3,left
720575940639851171,optic,ME>LO,,T3,left
720575940639851427,optic,ME>LA,,C3,left
720575940639852085,visual_projection,,,LC24,right
720575940639852707,optic,ME>LO,,Tm25,left
720575940639852915,optic,ME>LO.LOP,,Tm36,right
720575940639853731,optic,ME>LO,,Tm5d,right
720575940639854243,optic,ME,columnar,Mi4,right
720575940639855219,optic,LO,,Li06,left
720575940639855704,optic,ME>LO,,T3,right
720575940639855987,optic,ME>LO.LOP,,TmY11,right
720575940639857085,sensory,visual,,R1-6,left
720575940639857523,optic,ME>LA,,C2,left
720575940639858485,optic,ME>LA,,C3,right
720575940639859534,optic,ME>LOP,,T4c,left
720575940639860131,optic,LOP>LO,,TmY20,right
720575940639860643,optic,ME>LO,,Tm34,right
720575940639861053,optic,ME,,Sm09,left
720575940639861949,sensory,visual,,R1-6,left
720575940639862400,optic,LOP,,LPi07,right
720575940639862435,optic,ME>LO,,Tm21,right
720575940639862461,sensory,visual,,R1-6,left
720575940639863923,optic,ME>LO,,T2,left
720575940639864565,visual_projection,,,LC12,right
720575940639864739,optic,ME>LO,,T2a,right
720575940639864765,sensory,visual,,R7,left
720575940639865688,optic,ME>LO,,T3,left
720575940639865934,optic,ME,,Dm3q,left
720575940639866064,optic,ME>LO,,Tm9,left
720575940639866275,optic,ME,columnar,Mi4,right
720575940639866685,optic,LO,,Li17,left
720575940639866739,optic,ME>LO.LOP,,TmY5a,left
720575940639866787,optic,LA>ME,L1-5,L5,left
720575940639867214,optic,LA>ME,L1-5,L5,left
720575940639868477,optic,ME>LO,,Tm2,left
720575940639868835,optic,ME>LO.LOP,,TmY3,left
720575940639869501,optic,ME>LO,,Tm4,right
720575940639871651,optic,ME,tangential,Sm20,left
720575940639871797,optic,ME>LO,,Tm5a,left
720575940639872061,optic,ME,,Dm3v,left
720575940639872600,optic,ME>LO,,Tm5b,right
720575940639872821,visual_projection,,,MeTu1,right
720575940639872829,optic,ME>LO,,Tm3,right
720575940639873187,optic,ME,,Sm07,left
720575940639873853,optic,ME>LOP,,T4d,left
720575940639874189,visual_projection,,,LC11,left
720575940639874493,visual_projection,,,LTe38b,left
720575940639874612,optic,ME,,Sm02,right
720575940639876515,optic,ME,,Sm06,left
720575940639878259,optic,ME>LO,,Tm2,right
720575940639878333,optic,ME>LOP.LO,,TmY10,left
720575940639878352,visual_projection,,,LPLC2,left
720575940639878901,visual_projection,,,LC17,right
720575940639879229,optic,ME,,Mi9,right
720575940639879758,optic,ME,,Sm06,right
720575940639880765,optic,LO,,Li03,left
720575940639882574,optic,ME,,Dm2,right
720575940639882611,optic,ME>LO.LOP,,TmY3,right
720575940639882830,optic,ME>LOP,,T4b,left
720575940639883509,optic,ME>LO,,Tm5b,right
720575940639884451,optic,ME>LO,,Tm4,left
720575940639884861,optic,ME>LO.LOP,,Tm36,right
720575940639884878,visual_projection,,,LPLC2,left
720575940639884963,optic,ME>LO,,Tm8a,left
720575940639885219,optic,ME>LO,,Tm7,left
720575940639885501,sensory,visual,,R1-6,left
720575940639886013,sensory,visual,,R1-6,right
720575940639886424,optic,ME>LO,,Tm9,left
720575940639886707,optic,ME>LO,,Tm3,right
720575940639886755,optic,LA>ME,L1-5,L2,right
720575940639886901,optic,ME>LOP,,T4b,left
720575940639886936,optic,ME>LO,,Tm21,left
720575940639887192,optic,ME>LO,,Tm5d,right
720575940639887267,optic,ME,,Mi14,left
720575940639887413,optic,ME,,Pm09,right
720575940639887475,optic,ME,,Dm3v,right
720575940639887960,optic,ME>LO,,Tm5a,right
720575940639888472,optic,ME>LO,,Tm2,left
720575940639889205,optic,ME,,Pm08,left
720575940639889315,optic,ME,columnar,Mi4,left
720575940639889341,sensory,visual,,R1-6,left
720575940639890365,optic,ME>LO,,Tm4,right
720575940639890485,optic,ME,,Mi10,right
720575940639891133,sensory,visual,,R1-6,right
720575940639891790,sensory,visual,,R1-6,left
720575940639892277,sensory,visual,,R7,right
720575940639892568,optic,LO>LOP,,T5a,left
720575940639892595,optic,ME,columnar,Mi4,left
720575940639894947,optic,ME,,Mi9,right
720575940639895003,visual_projection,,,LPLC2,left
720575940639895203,optic,LA>ME,L1-5,L3,right
720575940639896125,visual_projection,,,TmY14,left
720575940639897203,optic,ME,columnar,Mi1,left
720575940639897459,visual_projection,,,LC10d,left
720575940639897533,optic,ME,,Sm10,right
720575940639898019,optic,LA>ME,L1-5,L5,right
720575940639898420,optic,ME>LO,,Tm9,right
720575940639898958,visual_projection,,,LC13,left
720575940639900112,optic,ME,,Dm3q,right
720575940639900880,optic,ME>LO.LOP,,TmY4,right
720575940639900989,optic,ME>LO,,Tm2,left
720575940639901016,optic,ME>LO,,Tm9,left
720575940639901237,visual_projection,,,MTe54,left
720575940639901501,optic,ME,,Mi9,right
720575940639901603,optic,ME>LO.LOP,,TmY5a,left
720575940639901749,visual_projection,,,LC28b,right
720575940639902040,optic,ME,,pDm8,right
720575940639902261,optic,ME>LO.LOP,,Tm27,left
720575940639902579,optic,ME,columnar,Mi4,right
720575940639903104,visual_projection,,,LLPC2,right
720575940639903165,central,,,CB2848,left
720575940639903347,optic,ME>LO,,Tm25,right
720575940639904565,visual_projection,,,MeTu4a,right
720575940639904931,optic,LA>ME,L1-5,L5,right
720575940639904957,sensory,visual,,R1-6,right
720575940639905870,optic,ME>LO,,Tm37,left
720575940639906467,optic,ME>LO,,Tm8b,left
720575940639907517,optic,LO>LOP,,T5b,right
720575940639908184,optic,ME>LO,,T3,left
720575940639908211,optic,ME>LO.LOP,,TmY5a,left
720575940639908467,optic,ME>LO,,Tm4,right
720575940639909283,optic,ME>LO,,Tm5c,left
720575940639909565,optic,LOP>LO,,Tlp14,left
720575940639910515,visual_projection,,,LTe58,right
720575940639910744,optic,ME>LO,,Tm9,left
720575940639910771,optic,ME>LO,,Tm4,left
720575940639911256,optic,ME,,pDm8,right
720575940639912536,optic,ME>LO,,T3,right
720575940639912792,optic,ME>LO,,Tm21,left
720575940639913560,optic,ME>LO,,Tm1,left
720575940639913936,optic,ME>LO,,T2,right
720575940639914045,optic,ME>LO,,Tm1,left
720575940639915197,optic,ME>LA,,Lawf2,left
720575940639916789,optic,LO>LOP,,T5c,right
720575940639917144,optic,ME>LO,,Tm5e,left
720575940639917171,optic,ME>LOP,,T4d,right
720575940639917219,optic,ME,,Mi13,left
720575940639918243,optic,ME>LO,,Tm25,left
720575940639919192,optic,ME>LA,,C3,left
720575940639919413,sensory,visual,,R1-6,right
720575940639921779,optic,ME>LO,,Tm5d,right
720575940639923261,optic,ME>LOP,,T4d,left
720575940639923509,sensory,visual,,R1-6,right
720575940639924131,optic,LA>ME,L1-5,L5,left
720575940639925411,optic,ME,,Sm06,right
720575940639926094,optic,ME>LO,,Tm4,left
720575940639926435,optic,ME>LO,,Tm2,left
720575940639926643,optic,ME>LO,,T2a,right
720575940639926947,optic,LA>ME,L1-5,L2,left
720575940639926992,visual_projection,,,LC10c,left
720575940639927715,optic,ME>LO.LOP,,Tm27,left
720575940639928117,optic,ME>LO,,Tm2,right
720575940639929944,optic,ME,,Mi9,right
720575940639931299,optic,ME>LO,,T2,left
720575940639931480,optic,LO>LOP,,T5d,left
720575940639932275,optic,ME,,Sm05,right
720575940639932760,optic,ME>LO,,Tm20,left
720575940639933811,optic,ME,,Dm3q,left
720575940639934653,optic,ME,,Dm3v,right
720575940639935104,optic,ME,,Mi10,right
720575940639935395,optic,ME>LO,,Tm3,left
720575940639935989,optic,ME,,Dm3q,right
720575940639937213,sensory,visual,,R1-6,left
720575940639937981,sensory,visual,,R1-6,right
720575940639938237,optic,ME,,Mi13,right
720575940639938357,sensory,visual,,R1-6,left
720575940639938549,optic,ME>LO,,Tm4,left
720575940639938723,optic,ME>LO,,Tm5f,right
720575940639939261,sensory,visual,,R1-6,right
720575940639939280,optic,ME>LA,,C3,right
720575940639939547,optic,ME>LO,,Tm1,right
720575940639940029,optic,ME>LO.LOP,,TmY3,left
720575940639942205,optic,ME,,Dm3p,left
720575940639944867,optic,ME>LO,,Tm3,left
720575940639945379,optic,ME>LO.LOP,,TmY5a,right
720575940639945891,optic,ME>LO,,Tm2,right
720575940639946915,optic,ME,,Mi9,left
720575940639947608,optic,ME>LO,,Tm2,right
720575940639947829,optic,ME>LO.LOP,,TmY5a,left
720575940639948110,optic,LA>ME,L1-5,L3,left
720575940639948733,visual_projection,,,MTe34,right
720575940639948989,optic,ME>LOP,,T4d,left
720575940639949144,optic,LO>LOP,,T5a,left
720575940639949400,optic,ME>LOP,,T4b,left
720575940639950158,optic,LOP>ME.LO,,Y11,left
720575940639950837,visual_projection,,,TmY14,right
720575940639951182,optic,ME>LO,,Tm9,right
720575940639951219,optic,LO>LOP,,T5c,left
720575940639952000,optic,ME>LOP,,T4a,right
720575940639953205,sensory,visual,,R1-6,right
720575940639953717,optic,ME>LO,,TmY5a,left
720575940639953742,optic,ME>LO.LOP,,TmY15,right
720575940639954109,optic,ME>LA,,C2,left
720575940639955059,optic,ME>LO,,Tm21,right
720575940639955288,optic,ME>LO,,Tm25,right
720575940639955509,sensory,visual,,R8,right
720575940639957693,sensory,visual,,R1-6,right
720575940639958131,optic,ME>LO,,Tm7,right
720575940639958837,optic,ME>LO,,Tm5c,left
720575940639959203,optic,ME>LO,,MLt3,left
720575940639959997,optic,ME>LO,,Tm5c,left
720575940639960125,optic,ME>LA,,T1,left
720575940639960142,optic,ME,,Sm03,left
720575940639960408,optic,ME>LOP,,T4a,left
720575940639961397,optic,ME,columnar,Mi4,left
720575940639962429,optic,LA>ME,L1-5,L4,right
720575940639962496,optic,LO>LOP,,T5b,left
720575940639963224,optic,ME>LOP,,T4c,right
720575940639965528,optic,ME>LOP,,T4a,left
720575940639966013,optic,ME>LOP,,T4c,left
720575940639966261,optic,LA>ME,L1-5,L4,left
720575940639967029,visual_projection,,,LPC2,right
720575940639967293,optic,ME>LO,,Tm5a,left
720575940639968128,optic,ME>LO,,Tm21,left
720575940639970688,optic,ME,,Dm3p,left
720575940639970749,optic,ME>LA,,Lawf1,right
720575940639971712,optic,ME,,Dm3p,right
720575940639972174,optic,LA>ME,L1-5,L2,left
720575940639972597,optic,LO>LOP,,T5a,right
720575940639972723,optic,ME>LOP,,T4b,left
720575940639973309,optic,ME>LO,,Tm37,left
720575940639973840,optic,ME>LO,,Tm8a,left
720575940639974528,optic,ME>LO,,T3,left
720575940639974744,optic,ME>LO,,Tm2,right
720575940639974901,optic,ME,,Sm08,left
720575940639975256,optic,ME>LOP,,T4b,left
720575940639975485,optic,LA>ME,L1-5,L4,right
720575940639975733,sensory,visual,,R1-6,right
720575940639975741,optic,ME>LO,,T3,left
720575940639976024,optic,ME>LO,,T3,left
720575940639977269,visual_projection,,,LPLC1,right
720575940639977461,optic,ME>LA,,T1,right
720575940639978301,optic,ME,,Dm3v,left
720575940639979573,sensory,visual,,R1-6,right
720575940639979683,optic,ME,,Sm16,right
720575940639980195,optic,LA>ME,L1-5,L5,right
720575940639981109,sensory,visual,,R1-6,right
720575940639982243,optic,ME>LO,,Tm5c,right
720575940639982755,optic,ME,,Mi15,left
720575940639983165,optic,ME>LO,,T3,left
720575940639983192,optic,ME>LO,,Tm9,right
720575940639983293,sensory,visual,,R1-6,left
720575940639985267,optic,LOP>LO,,TmY20,left
720575940639986877,visual_projection,,,LC35,left
720575940639987517,sensory,visual,,R1-6,left
720575940639987584,optic,ME,columnar,Mi4,right
720575940639987773,optic,ME>LOP,,T4d,left
720575940639988083,optic,ME>LO,,Tm4,left
720575940639988176,optic,ME>LOP,,T4a,right
720575940639989181,sensory,visual,,R8,right
720575940639989411,optic,ME>LO,,Tm7,left
720575940639990094,optic,ME,,Sm02,right
720575940639991029,optic,LO>LOP,,T5b,left
720575940639991541,visual_projection,,,TmY14,right
720575940639992253,optic,ME>LO,,Tm8a,right
720575940639992398,optic,ME,,Mi9,right
720575940639993141,sensory,visual,,R1-6,left
720575940639993203,optic,ME,,Mi2,left
720575940639995214,optic,ME>LO,,Tm2,left
720575940639996275,optic,ME>LOP,,T4c,left
720575940639996323,optic,ME>LO,,Tm9,left
720575940639997006,optic,ME>LO,,Tm7,right
720575940639997824,visual_projection,,,LC25,left
720575940639997885,sensory,visual,,R1-6,right
720575940639998525,optic,LA>ME,L1-5,L4,left
720575940639998552,optic,ME>LOP,,T4a,left
720575940639999139,optic,LO>LOP,,T5d,left
720575940639999395,optic,ME>LO.LOP,,TmY3,left
720575940639999549,optic,ME,,Dm2,right
720575940639999576,optic,ME>LOP,,T4a,left
720575940639999989,optic,ME>LOP,,T4a,right
720575940640001152,optic,ME,,Dm3p,left
720575940640001443,optic,ME,,yDm8,left
720575940640001614,optic,ME>LO.LOP,,TmY31,left
720575940640001664,optic,ME>LO.LOP,,TmY31,left
720575940640002749,optic,LO>LOP,,T5c,right
720575940640004029,optic,LA>ME,L1-5,L2,left
720575940640004541,optic,ME>LO.LOP,,TmY15,right
720575940640005565,sensory,visual,,R1-6,right
720575940640006051,optic,ME,,Sm08,left
720575940640006197,sensory,visual,,R1-6,right
720575940640006461,optic,ME>LO,,T2a,left
720575940640006973,optic,ME>LA,,C3,left
720575940640007485,optic,ME,,Sm10,right
720575940640007997,optic,ME>LO,,Tm32,right
720575940640008014,sensory,visual,,R1-6,right
720575940640008765,optic,ME>LO.LOP,,TmY9q__perp,right
720575940640009533,optic,ME>LOP,,T4b,left
720575940640010045,optic,LO>LOP,,T5d,left
720575940640010203,optic,ME>LO,,Tm5f,right
720575940640010429,sensory,visual,,R1-6,left
720575940640010997,optic,ME>LO,,Tm35,right
720575940640011086,sensory,visual,,R1-6,right
720575940640012403,optic,LO>LOP,,T5d,left
720575940640013427,optic,ME>LO,,T2,right
720575940640014464,optic,LO>LOP,,T5c,right
720575940640014936,optic,ME,,Dm2,right
720575940640015192,optic,ME>LO.LOP,,TmY3,left
720575940640015704,optic,ME,,Dm2,right
720575940640016061,optic,ME,,Dm12,left
720575940640017461,sensory,visual,,R1-6,right
720575940640017717,optic,ME,columnar,Mi1,left
720575940640018008,optic,ME>LO,,Tm7,right
720575940640018264,optic,ME>LO.LOP,,Tm36,left
720575940640018317,visual_projection,,,LC12,left
720575940640018365,optic,ME,,Dm3p,left
720575940640018493,optic,ME>LO,,Tm20,left
720575940640018621,sensory,visual,,R1-6,left
720575940640018741,sensory,visual,,R1-6,right
720575940640020814,optic,LOP,,LPi04,left
720575940640021326,optic,ME,,Mi15,right
720575940640021838,optic,LOP>ME.LO,,Y11,right
720575940640022144,optic,LO>LOP,,T5a,left
720575940640022157,central,,,PLP174,left
720575940640022205,sensory,visual,,R1-6,left
720575940640023229,sensory,visual,,R1-6,left
720575940640023630,optic,ME>LO,,Tm5f,left
720575940640023741,sensory,visual,,R7,left
720575940640023869,visual_projection,,,LLPC1,left
720575940640023886,visual_projection,,,LC21,right
720575940640024253,optic,ME>LO,,MLt8,left
720575940640024373,optic,ME>LA,,Lawf1,left
720575940640024398,optic,LA>ME,L1-5,L5,left
720575940640024893,optic,ME>LA,,T1,left
720575940640025141,optic,ME>LA,,C2,right
720575940640025176,optic,LOP>ME.LO,,Y4,left
720575940640025277,optic,ME>LO.LOP,,LMa4,left
720575940640026165,sensory,visual,,R1-6,right
720575940640026421,sensory,visual,,R8,right
720575940640027480,optic,ME>LO,,Tm20,left
720575940640027965,optic,LOP>LO,,TmY20,right
720575940640028275,sensory,visual,,R1-6,left
720575940640028477,optic,LOP,,LPi07,right
720575940640028494,optic,ME>LA,,C2,right
720575940640029555,optic,ME>LA,,T1,right
720575940640029603,optic,ME>LO,,T2,left
720575940640030269,optic,ME,,Dm2,right
720575940640031576,optic,ME>LO.LOP,,TmY9q__perp,right
720575940640031651,optic,ME>LO.LOP,,Tm27,right
720575940640032061,optic,ME,tangential,Pm01,left
720575940640032088,optic,ME>LOP,,T4b,right
720575940640032163,optic,ME,columnar,Mi4,right
720575940640032627,optic,ME>LO.LOP,,Tm27,left
720575940640035261,optic,ME>LO.LOP,,TmY16,right
720575940640037072,optic,ME>LOP,,T4a,right
720575940640037966,optic,ME,columnar,Mi1,left
720575940640038333,optic,LA>ME,L1-5,L1,right
720575940640039229,optic,ME>LA,,C2,right
720575940640039768,optic,ME>LO.LOP,,Tm27,right
720575940640040270,sensory,visual,,R1-6,right
720575940640040832,visual_projection,,,MeTu4c,right
720575940640041075,optic,ME,,Mi2,right
720575940640042941,sensory,visual,,R8,left
720575940640043472,optic,ME>LO,,Tm4,left
720575940640043728,optic,ME,,Mi2,right
720575940640044221,sensory,visual,,R1-6,left
720575940640044632,optic,LO>LOP,,T5a,left
720575940640045757,sensory,visual,DRA,R7,left
720575940640046397,visual_projection,,,TmY14,left
720575940640046424,optic,ME>LO,,T2,right
720575940640046451,optic,ME>LA,,C2,left
720575940640047669,optic,LA>ME,L1-5,L4,right
720575940640047925,sensory,visual,,R8,left
720575940640048472,optic,ME>LO,,Tm3,right
720575940640048974,optic,ME>LA,,Lawf2,left
720575940640052096,optic,ME>LO,,T2,right
720575940640052699,optic,LA>ME,L1-5,L4,right
720575940640052851,optic,ME,,Sm43,left
720575940640052864,optic,ME>LO,,T3,right
720575940640053045,visual_centrifugal,,,mALC3,left
720575940640054144,optic,ME>LO,,T3,right
720575940640055168,optic,ME>LO,,Tm25,right
720575940640055349,sensory,visual,,R1-6,right
720575940640055640,optic,LOP>ME.LO,,Y4,left
720575940640056509,optic,ME>LA,,T1,right
720575940640056654,sensory,visual,,R1-6,right
720575940640056893,optic,LO>LOP,,T5b,left
720575940640057397,sensory,visual,,R8,left
720575940640059008,optic,ME,,Dm3q,right
720575940640059507,optic,ME,,,left
720575940640059736,optic,ME>LO,,Tm3,left
720575940640060733,optic,LO>LOP,,T5a,left
720575940640060787,optic,ME>LO,,Tm20,left
720575940640061262,sensory,visual,,R1-6,right
720575940640062005,visual_centrifugal,,,OA-ASM1,right
720575940640062115,optic,LO>LOP,,T5a,right
720575940640062296,optic,LA>ME,L1-5,L5,right
720575940640062835,optic,ME,columnar,Mi4,left
720575940640062883,optic,ME,,yDm8,right
720575940640063421,optic,ME>LA,,T1,left
720575940640063566,sensory,visual,,R1-6,right
720575940640063805,sensory,visual,,R7,right
720575940640063989,optic,ME,,Dm10,right
720575940640064163,optic,ME>LOP,,T4d,left
720575940640064573,optic,bilateral,,LC14a1,left
